title;content;date;variant;verified;images;author;rating;product;url;Split_1;Split_2;Split_3;Split_4;Sentiment_1;Sentiment_2;Sentiment_3;Sentiment_4;Keywords_1;Keywords_2;Keywords_3;Keywords_4
Absolute Trash!;"CONS! 1. They say you get a FREE 7 DAY TRIAL MEMBERSHIP. This is a complete scam. When you try to sign up it asks you to pick a membership which you assume starts AFTER the free trial! Nope you get charged instantly, and you get no trial! Classic bait and switch. 2. Joy Con Drift! After a few months your controllers will drift all over on their own. Class action lawsuit already underway for this. 3. SLOW! It took 45 minutes to download Rocket League on this thing. I have a super fast connection and would take only a couple minutes on a laptop. 4. Bad Controls! I played Mario 35 (which I can only play for 2 days before they delete it off my device! WTF!) And having played thousands of hours on Mario on previous gen consoles this one has the button locations set in very weird spots. (I can probably remap the buttons, but why are they so unconventional for the defaults. 5. It's EXPENSIVE! Nintendo has for years created artificial shortages of their products to create hype which then creates strong sales for them, so they constantly do this in waves which means when in stock the ""flippers"" stock up on them and gouge you on prices when Nintendo does their fake shortage thing. 6. It's OLD! This console had specs when new 5 or 6 years ago. The graphics are horrible when compared to the new Playstation and Xbox. 7. Nintendo hates it's customers. Nintendo has sued people for streaming and posting video gameplay. And for years charged YouTubers to show their content. Talk about greed! PROS 1. Good resale value";30 Mar 2021;Style: Console Color: Green and Blue;No;;ThumpersMilk;1.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;CONS!;1.;They say you get a FREE 7 DAY TRIAL MEMBERSHIP.;This is a complete scam.;xyz;xyz;xyz;xyz;['cons'];[];['day', 'free', 'trial'];['scam', 'complete', 'this']
Great Buy, Highly Recommend;Love this switch and the attention details with the ACNH theme all around. Would definitely recommend ^^;30 Mar 2021;Style: Console Color: Green and Blue;Yes;https://images-na.ssl-images-amazon.com/images/I/A1WSoJSUA6L._SY88.jpg;Elf;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Love this switch and the attention details with the ACNH theme all around.;Would definitely recommend ^^;xyz;xyz;xyz;xyz;xyz;xyz;['love', 'switch', 'attention'];['recommend', 'definitely', 'would'];['xyz'];['xyz']
Nintendo Switch;This one was hard to find in stores but I found it on Amazon. It was everything I have expected it to be and runs without any issues.;30 Mar 2021;Style: Console Color: Neon Blue and Red;Yes;https://images-na.ssl-images-amazon.com/images/I/A1la-LSAEsL._SY88.jpg;Terrence Wright;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;This one was hard to find in stores but I found it on Amazon.;It was everything I have expected it to be and runs without any issues.;xyz;xyz;xyz;xyz;xyz;xyz;['amazon', 'stores', 'hard'];['expected', 'everything', 'runs'];['xyz'];['xyz']
Exactly as Advertised ♥️;It came almost a month early and was exactly what I expected;30 Mar 2021;Style: Console Color: Green and Blue;Yes;;Kindle Customer;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;It came almost a month early and was exactly what I expected;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['early', 'month', 'expected'];['xyz'];['xyz'];['xyz']
Very happy!;I really love the nintendo switch and the animal crossing version is really cute. The product itself came in perfect condition and works perfectly.;30 Mar 2021;Style: Console Color: Green and Blue;Yes;;N. Vazquez;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;I really love the nintendo switch and the animal crossing version is really cute.;The product itself came in perfect condition and works perfectly.;xyz;xyz;xyz;xyz;xyz;xyz;['nintendo', 'cute', 'love'];['perfect', 'perfectly', 'product'];['xyz'];['xyz']
Console?;Sent a game for the switch and not the console;30 Mar 2021;Style: Console Color: Mario Red & Blue Edition;Yes;;Rex;1.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Sent a game for the switch and not the console;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['switch', 'console', 'game'];['xyz'];['xyz'];['xyz']
Amazing. Super fun;Excellent product. It arrived before the time it would be available.  My kids loved the system.;30 Mar 2021;Style: Console Color: Neon Blue and Red;Yes;https://images-na.ssl-images-amazon.com/images/I/911jyNmaYzL._SY88.jpg;jeannette;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Excellent product.;It arrived before the time it would be available.;My kids loved the system.;xyz;xyz;xyz;xyz;xyz;['excellent', 'product'];['before', 'arrived', 'time'];['loved', 'kids', 'system'];['xyz']
Fun to play;Best purchase ever. No regrets whatsoever. More entertaining than an Xbox with game pass;30 Mar 2021;Style: Console Color: Neon Blue and Red;Yes;;Anonymous;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Best purchase ever.;No regrets whatsoever.;More entertaining than an Xbox with game pass;xyz;xyz;xyz;xyz;xyz;['best', 'purchase', 'ever'];['whatsoever', 'no', 'regrets'];['xbox', 'entertaining', 'game'];['xyz']
.;Amazing! My 7 years old boy love it!;30 Mar 2021;Style: Console w/ 256GB Memory card Color: Gray;Yes;;Carol Moura;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Amazing!;My 7 years old boy love it!;xyz;xyz;xyz;xyz;xyz;xyz;['amazing'];['boy', 'love', 'years'];['xyz'];['xyz']
Perfection;Beautiful and entertaining;30 Mar 2021;Style: Console Color: Mario Red & Blue Edition;Yes;;Frank lieb;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Beautiful and entertaining;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['beautiful', 'entertaining', 'and'];['xyz'];['xyz'];['xyz']
No sound when connected with a monitor;I only use it to play zelda and connect with a monitor without audio output. I do not like the fact that when the switch is connected to a monitor, there is just no sound. Bought one blue tooth transmit device and did not work. Felt dizzy in the beginning, and later Feel much better.;30 Mar 2021;Style: Console Color: Green and Blue;Yes;;Shirley;4.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;I only use it to play zelda and connect with a monitor without audio output.;I do not like the fact that when the switch is connected to a monitor, there is just no sound.;Bought one blue tooth transmit device and did not work.;Felt dizzy in the beginning, and later Feel much better.;xyz;xyz;xyz;xyz;['zelda', 'only', 'audio'];['monitor', 'switch', 'no'];['blue', 'tooth', 'not'];['dizzy', 'better', 'later']
Good game console;Nice game console. Awesome games.;30 Mar 2021;Style: Console Color: Neon Blue and Red;Yes;;Jack;4.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Nice game console.;Awesome games.;xyz;xyz;xyz;xyz;xyz;xyz;['console', 'nice', 'game'];['awesome', 'games'];['xyz'];['xyz']
My kids loved it!;The base station is the thing that is Animal Crossing branded. And my daughter LOVED it!  It also was a $1 cheaper than the standard Switch. So, bonus?!!  Besides the pastel green and blue of the joy-con, the Nintendo Switch is your standard device. I bought a second set of joy-cons. So, we have the red, blue, pastel blue, and pastel green joy-cons, which make it fun and unique.;29 Mar 2021;Style: Console Color: Green and Blue;Yes;;Jeff Gosnell;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;The base station is the thing that is Animal Crossing branded.;And my daughter LOVED it!;It also was a $1 cheaper than the standard Switch.;So, bonus?!!;xyz;xyz;xyz;xyz;['animal', 'base', 'branded'];['daughter', 'loved', 'my'];['cheaper', 'standard', 'than'];['bonus', 'so']
good games and console, but just too many glitches;a lot of well known and often glitches, e.g. joy con drifting, joy con not syncing, console not charging....just to name a few.....a world class product should not require people to look on youtube for fixes weekly. take a page from Apple or even google!;29 Mar 2021;Style: Console Color: Neon Blue and Red;No;;L. Szu Tao;3.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;a lot of well known and often glitches, e.g.;joy con drifting, joy con not syncing, console not charging....just to name a few.....a world class product should not require people to look on youtube for fixes weekly.;take a page from Apple or even google!;xyz;xyz;xyz;xyz;xyz;['glitches', 'often', 'lot'];['youtube', 'weekly', 'few'];['google', 'apple', 'page'];['xyz']
great product;The wife loved her switch she said it was beautiful;29 Mar 2021;Style: Console Color: Mario Red & Blue Edition;Yes;;Robert smith;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;The wife loved her switch she said it was beautiful;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['wife', 'loved', 'beautiful'];['xyz'];['xyz'];['xyz']
Nice;This product was very easy to unbox. I only wish I had purchased a game to go with it.;29 Mar 2021;Style: Console Color: Neon Blue and Red;Yes;;Karen Demps;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;This product was very easy to unbox.;I only wish I had purchased a game to go with it.;xyz;xyz;xyz;xyz;xyz;xyz;['easy', 'product', 'very'];['wish', 'purchased', 'game'];['xyz'];['xyz']
Perfect;Super fast delivery! Case is very cute!!!;29 Mar 2021;Style: Console Color: Mario Red & Blue Edition;Yes;;Brittany Miller;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Super fast delivery!;Case is very cute!!;!;xyz;xyz;xyz;xyz;xyz;['fast', 'super', 'delivery'];['cute', 'very', 'case'];[];['xyz']
amazing;I love this so much and so does my whole family! We immediately bought more controllers and accessories for the switch;29 Mar 2021;Style: Console Color: Gray;Yes;;Heather;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;I love this so much and so does my whole family!;We immediately bought more controllers and accessories for the switch;xyz;xyz;xyz;xyz;xyz;xyz;['love', 'family', 'whole'];['immediately', 'bought', 'accessories'];['xyz'];['xyz']
DONT TRUST !!!!!!!;I bought this for my daugther even if its overpriced and then the unit was missing. The box was just taped. This is the first time I experience this.. 😡;29 Mar 2021;Style: Console Color: Gray;Yes;"https://images-na.ssl-images-amazon.com/images/I/81qJxYcr0+L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/91cpVK7YgiL._SY88.jpg";Hipaud;1.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;I bought this for my daugther even if its overpriced and then the unit was missing.;The box was just taped.;This is the first time I experience this.. 😡;xyz;xyz;xyz;xyz;xyz;['overpriced', 'bought', 'daugther'];['taped', 'box', 'just'];['first', 'experience', 'this'];['xyz']
Perfect;My son loves it;28 Mar 2021;Style: Console Color: Neon Blue and Red;Yes;;Yanick;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;My son loves it;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['loves', 'son', 'my'];['xyz'];['xyz'];['xyz']
Bien;La caja maltratada lo demás bien;28 Mar 2021;Style: Console Color: Neon Blue and Red;Yes;;Victoria;4.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;La caja maltratada lo demás bien;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['caja', 'maltratada', 'la'];['xyz'];['xyz'];['xyz']
Buy it for those Animal Crossing addicts!;Just as pictured. My son got it for me as a Mothers gift last year and finally writing a review. I absolutely love it. The colors are perfect and it's very pretty to look at. Literally was sold out during pandemic and now I'm so happy to have my very own. Highly recommended!;28 Mar 2021;Style: Console Color: Green and Blue;Yes;;Lua;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Just as pictured.;My son got it for me as a Mothers gift last year and finally writing a review.;I absolutely love it.;The colors are perfect and it's very pretty to look at.;xyz;xyz;xyz;xyz;['just', 'as', 'pictured'];['mothers', 'son', 'gift'];['love', 'absolutely', 'it'];['pretty', 'perfect', 'colors']
The joycons are hard to control;The switch joycons are hard to control. The cursor is hard to roll around. I am not sure whether it is brand new so it is hard to roll or I receive the defective one. I have to push down hard and roll around. It makes it so inconvenient when playing with it. Besides that issue, everything else is fine.;28 Mar 2021;Style: Console Color: Green and Blue;Yes;;JW;2.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;The switch joycons are hard to control.;The cursor is hard to roll around.;I am not sure whether it is brand new so it is hard to roll or I receive the defective one.;I have to push down hard and roll around.;xyz;xyz;xyz;xyz;['hard', 'joycons', 'switch'];['hard', 'cursor', 'around'];['hard', 'defective', 'new'];['hard', 'push', 'roll']
My kids loved it.;They like the quality of the games and that you can play handheld or on the tv.;28 Mar 2021;Style: Console Color: Neon Blue and Red;Yes;;GP;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;They like the quality of the games and that you can play handheld or on the tv.;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['games', 'quality', 'handheld'];['xyz'];['xyz'];['xyz']
I don’t know how to feel;It was good at first but resentful it started making a weird sound and idk because I haven’t dropped it or anything to damage it.;27 Mar 2021;Style: Console Color: Neon Blue and Red;Yes;;Justin R;1.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;It was good at first but resentful it started making a weird sound and idk because I haven’t dropped it or anything to damage it.;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['resentful', 'weird', 'damage'];['xyz'];['xyz'];['xyz']
Terrible;My son has barely used his switch, has only had it for 3 months, and already there is a huge line through the screen.  Extremely upsetting considering how expensive they are.;27 Mar 2021;Style: Console Color: Neon Blue and Red;Yes;;Amazon Customer;1.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;My son has barely used his switch, has only had it for 3 months, and already there is a huge line through the screen.;Extremely upsetting considering how expensive they are.;xyz;xyz;xyz;xyz;xyz;xyz;['son', 'months', 'barely'];['expensive', 'upsetting', 'extremely'];['xyz'];['xyz']
Good Item@@!;I like this Swith games.;27 Mar 2021;Style: Console Color: Green and Blue;Yes;;Nadia Stacey;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;I like this Swith games.;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['games', 'swith', 'like'];['xyz'];['xyz'];['xyz']
The best gaming console!!;I cannot rave about the Switch enough!!! It truly is one of the best gaming consoles. I never was really a big “gamer” but always enjoyed Nintendo games such as Mario Kart and other related games. This console is great for both kids and adults, it is also great for solo or multiplayer games. I absolutely love the convenience of being able to play either on the big screen or handheld mode. The battery life on the handheld is pretty good for it being a larger sized console but if you’re playing for multiple hours I will need to be charged. All in all this truly was one of the best purchases I’ve made for entertainment. I highly recommend this console to everyone of all ages!;27 Mar 2021;Style: Console Color: Neon Blue and Red;Yes;;Paige;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;I cannot rave about the Switch enough!!!;It truly is one of the best gaming consoles.;I never was really a big “gamer” but always enjoyed Nintendo games such as Mario Kart and other related games.;This console is great for both kids and adults, it is also great for solo or multiplayer games.;xyz;xyz;xyz;xyz;['cannot', 'switch', 'rave'];['best', 'gaming', 'consoles'];['nintendo', 'gamer', 'mario'];['multiplayer', 'games', 'console']
